timestamp,demand
2015-01-31,187.63064516129032
2015-02-28,189.8017857142857
2015-03-31,193.75
2015-04-30,189.39
2015-05-31,179.2774193548387
2015-06-30,175.125
2015-07-31,163.67903225806452
2015-08-31,156.85806451612905
2015-09-30,145.17166666666665
2015-10-31,143.3967741935484
2015-11-30,146.22166666666666
2015-12-31,147.40645161290323
2016-01-31,153.82580645161292
2016-02-29,159.60172413793103
2016-03-31,164.29032258064515
2016-04-30,167.17000000000002
2016-05-31,169.51290322580644
2016-06-30,169.05833333333334
2016-07-31,169.8774193548387
2016-08-31,169.9983870967742
2016-09-30,170.55666666666667
2016-10-31,168.45483870967743
2016-11-30,176.86666666666667
2016-12-31,182.2983870967742
2017-01-31,192.61774193548385
2017-02-28,192.0
2017-03-31,197.85645161290324
2017-04-30,195.06833333333333
2017-05-31,193.3532258064516
2017-06-30,188.56333333333336
2017-07-31,183.0774193548387
2017-08-31,179.53870967741935
2017-09-30,179.29333333333335
2017-10-31,180.8741935483871
2017-11-30,187.68666666666667
2017-12-31,192.6032258064516
2018-01-31,202.9806451612903
2018-02-28,210.16607142857143
2018-03-31,209.19032258064516
2018-04-30,213.81666666666666
2018-05-31,212.79516129032257
2018-06-30,210.37
2018-07-31,201.96129032258065
2018-08-31,194.5483870967742
2018-09-30,185.5283333333333
2018-10-31,180.79677419354837
2018-11-30,175.33666666666667
2018-12-31,177.09677419354838
2019-01-31,174.80967741935484
2019-02-28,175.75357142857143
2019-03-31,174.23225806451612
2019-04-30,169.82999999999998
2019-05-31,167.50322580645164
2019-06-30,161.45499999999998
2019-07-31,156.49354838709678
2019-08-31,152.6048387096774
2019-09-30,151.34666666666666
2019-10-31,153.96290322580646
2019-11-30,159.88666666666668
2019-12-31,165.3774193548387
2020-01-31,169.11935483870968
2020-02-29,179.96724137931034
2020-03-31,179.69193548387096
2020-04-30,181.83333333333334
2020-05-31,178.49032258064514
2020-06-30,172.68333333333334
2020-07-31,163.43548387096774
2020-08-31,161.85645161290324
2020-09-30,155.78
2020-10-31,156.40967741935484
2020-11-30,164.46666666666667
2020-12-31,168.7306451612903
2021-01-31,175.0193548387097
2021-02-28,179.8892857142857
2021-03-31,184.98387096774192
2021-04-30,193.40333333333334
2021-05-31,199.35806451612905
2021-06-30,198.78833333333333
2021-07-31,197.60967741935482
2021-08-31,198.21774193548387
2021-09-30,200.63500000000002
2021-10-31,202.03870967741935
2021-11-30,205.435
2021-12-31,206.14193548387095
2022-01-31,206.28709677419354
2022-02-28,214.78571428571428
2022-03-31,210.33870967741936
2022-04-30,208.56333333333333
2022-05-31,200.68548387096774
2022-06-30,192.86333333333332
2022-07-31,180.03870967741935
2022-08-31,177.9516129032258
2022-09-30,169.20333333333335
2022-10-31,168.61774193548385
2022-11-30,171.15333333333334
2022-12-31,174.53064516129032
2023-01-31,178.71774193548387
2023-02-28,184.73214285714286
2023-03-31,188.7258064516129
2023-04-30,189.95666666666665
2023-05-31,187.05161290322582
2023-06-30,177.70833333333334
2023-07-31,173.89999999999998
2023-08-31,162.51774193548388
2023-09-30,162.0366666666667
2023-10-31,153.94354838709677
2023-11-30,154.75
2023-12-31,156.7483870967742
2024-01-31,159.05161290322582
2024-02-29,162.7086206896552
2024-03-31,160.4564516129032
2024-04-30,160.25833333333333
2024-05-31,160.78709677419354
2024-06-30,159.70333333333335
2024-07-31,160.11451612903227
2024-08-31,158.53387096774193
2024-09-30,161.29666666666665
2024-10-31,167.32258064516128
2024-11-30,172.10555555555555
2024-12-31,182.67204301075267
2025-01-31,197.4
