timestamp,demand
2015-03-31,193.0561111111111
2015-06-30,182.1912087912088
2015-09-30,153.58097826086959
2015-12-31,144.17771739130436
2016-03-31,158.89065934065934
2016-06-30,167.20000000000002
2016-09-30,169.22173913043477
2016-12-31,179.3211956521739
2017-03-31,193.15222222222224
2017-06-30,192.97032967032968
2017-09-30,180.66739130434783
2017-12-31,185.60380434782607
2018-03-31,209.0488888888889
2018-06-30,210.75384615384613
2018-09-30,195.2820652173913
2018-12-31,180.54999999999998
2019-03-31,173.5711111111111
2019-06-30,166.51593406593406
2019-09-30,154.28369565217392
2019-12-31,159.01521739130433
2020-03-31,174.92417582417582
2020-06-30,177.48901098901098
2020-09-30,161.4396739130435
2020-12-31,163.73695652173913
2021-03-31,179.46555555555554
2021-06-30,195.1802197802198
2021-09-30,197.66141304347823
2021-12-31,200.80434782608697
2022-03-31,209.18333333333334
2022-06-30,197.4313186813187
2022-09-30,174.5717391304348
2022-12-31,171.72934782608695
2023-03-31,182.53500000000003
2023-06-30,182.939010989011
2023-09-30,164.34673913043477
2023-12-31,154.4804347826087
2024-03-31,159.77252747252746
2024-06-30,159.91483516483515
2024-09-30,156.78478260869565
2024-12-31,174.9842391304348
2025-03-31,202.4
